"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31003300310000","Allegany","Sam Koehler Enterprises, Inc.","30031","00","00","OD","Fulmer Valley","AC","Andover Oil #1-11","Andover","Penny & Fulmer Valley","12","246","4","8","2022"
"31037206960000","Genesee","United States Gypsum Company","20696","00","00","GD","Indian Falls","AC","Kokot, M. 1","Pembroke","Medina","12","1413","0","0","2022"
"31037260460000","Genesee","Alden Aurora Gas Company, Inc.","26046","00","00","GD","Alden-Lancaster","AC","Zoladz 1","Darien","Medina","12","793","29","0","2022"
"31003086090000","Allegany","Sandstone Oil & Gas Development, LLC","08609","00","00","OD","Richburg","AC","Slade Lot 29 E-34","Genesee","Richburg","0","0","0","0","2022"
"31003638590000","Allegany","J and R Oil Company","63859","00","00","IW","Scio","IN","Harris w12","Ward","Scio","0","0","0","0","2022"
"31013160280000","Chautauqua","PPP Future Development Inc.","16028","00","00","GD","Lakeshore","AC","Hanstrom Unit 1","Busti","Medina","12","873","0","0","2022"
"31013233860000","Chautauqua","PPP Future Development Inc.","23386","00","00","GD","Lakeshore","AC","Mara 1","Kiantone","Medina","12","2602","0","0","2022"
"31003562420000","Allegany","PPP Future Development Inc.","56242","00","00","OD","Richburg","SI","Daggett 120","Genesee","Richburg","0","0","0","0","2022"
"31013146350000","Chautauqua","Empire Energy E & P, LLC","14635","00","00","GD","Lakeshore","AC","Bostwick Vyrd 2","Westfield","Medina","12","549","0","0","2022"
"31003662730000","Allegany","Eddy, Dale E.","66273","00","00","OD","Fulmer Valley","AC","Cooper 17","Andover","Fulmer Valley","12","31","0","0","2022"
"31013182050000","Chautauqua","Universal Resources Holdings, Inc.","18205","00","00","GD","Lakeshore","AC","Smith 1","Charlotte","Medina","3","125","0","0","2022"
"31003249530000","Allegany","Sam Koehler Enterprises, Inc.","24953","00","00","OD","Fulmer Valley","AC","Grantier 15","Independence","Fulmer Valley","7","155","1","2","2022"
"31003300380000","Allegany","Sam Koehler Enterprises, Inc.","30038","00","00","OD","Fulmer Valley","AC","Andover Oil #1-18","Andover","Penny & Fulmer Valley","12","246","4","11","2022"
"31009183080000","Cattaraugus","Empire Energy E & P, LLC","18308","00","00","GD","Lakeshore","AC","Barrett, C 3","Conewango","Medina","12","1975","0","0","2022"
"31015228530000","Chemung","Repsol Oil & Gas USA, LLC","22853","00","00","GE","Quackenbush Hill","AC","Rhodes 1322","Big Flats","Black River","12","75645","170","0","2022"
"31013163210000","Chautauqua","Empire Energy E & P, LLC","16321","00","00","GD","Lakeshore","AC","NYSRA 3-10","Chautauqua","Medina","5","80","0","0","2022"
"31003555160000","Allegany","Ashe Oil Company","55516","00","00","OD","Richburg","IN","Central 79","Scio","Richburg","0","0","0","0","2022"
"31009245450000","Cattaraugus","Pennhills Resources, LLC","24545","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-266","Allegany","Upper Devonian","12","286","5","82","2022"
"31013190490000","Chautauqua","Empire Energy E & P, LLC","19049","00","00","GD","Lakeshore","AC","Caflish, E 1-L","Clymer","Medina","12","873","45","0","2022"
"31009281630000","Cattaraugus","Dimes Energy GP Inc.","28163","00","00","OD","Bradford","AC","DG-3","Allegany","Chipmunk, Bradford 2nd & 3rd","12","592","137","313","2022"
"31013245490000","Chautauqua","Stedman Energy, Inc.","24549","00","00","GD","Lakeshore","AC","Rocks 1","Harmony","Medina","12","804","0","0","2022"
"31013247720000","Chautauqua","PPP Future Development Inc.","24772","00","00","GD","Lakeshore","AC","Pine Bluff Inc. 2-006","Poland","Medina","12","784","0","0","2022"
"31009277400000","Cattaraugus","PPP Future Development Inc.","27740","00","00","GD","Lakeshore","AC","Smith 9","Leon","Medina","12","3453","0","0","2022"
"31013277510000","Chautauqua","Vertical Energy, Inc.","27751","00","00","OD","Busti","AC","Towne Milford/Curtis 13","Busti","Glade","12","5","1","15","2022"
"31003280010000","Allegany","Hollenbeck, Lloyd D.","28001","00","00","OD","Fulmer Valley","AC","Hollenbeck H4","Andover","Fulmer Valley","12","25","1","32","2022"
"31013124380000","Chautauqua","Greenridge Oil Company LLC","12438","00","00","GD","Lakeshore","AC","Biaocco 470","Arkwright","Medina","0","0","0","0","2022"
"31029256730000","Erie","PPP Future Development Inc.","25673","00","00","GW","New Field Wildcat","AC","Kopp 1","Wales","Medina","7","48","30","0","2022"
"31053230600000","Madison","Minard Run Oil Company","23060","00","00","GE","Bradley Brook","IN","Symonds-Joseph 1","Lebanon","Oneida","10","188","0","0","2022"
"31011206060000","Cayuga","Minard Run Oil Company","20606","00","00","GD","West Auburn","AC","Pethybridge 977-4","Springport","Queenston","12","1000","0","0","2022"
"31013139590000","Chautauqua","PPP Future Development Inc.","13959","00","00","GD","Lakeshore","SI","Hanks 1","Westfield","Medina","12","255","0","0","2022"
"31009657660000","Cattaraugus","Reyrock Oil, LLC","65766","00","00","OD","Chipmunk","AC","North Clare 1","Allegany","Chipmunk","12","5","0","5","2022"
"31013112680000","Chautauqua","Empire Energy E & P, LLC","11268","00","00","GD","Lakeshore","AC","Mikula 310","Stockton","Medina","12","705","0","0","2022"
"31013114700000","Chautauqua","Empire Energy E & P, LLC","11470","00","00","GD","Lakeshore","AC","Hubbard 1223 1","Pomfret","Medina","12","709","0","0","2022"
"31029551720000","Erie","Jablonski, Helen A.","55172","00","00","GD","Orchard Park-Hamburg","AC","Fentzke 1","Orchard Park","Medina","12","109","0","0","2022"
"31003639090000","Allegany","Saint John Exploration & Production, Inc.","63909","00","00","GD","Richburg","IN","Trio Farm 71xg","Bolivar","Richburg","0","0","0","0","2022"
"31003563210000","Allegany","PPP Future Development Inc.","56321","00","00","IW","Richburg","IN","Daggett 105","Genesee","Richburg","0","0","0","0","2022"
"31013167960000","Chautauqua","Empire Energy E & P, LLC","16796","00","00","GD","Lakeshore","AC","Damcott,C 3","Clymer","Medina","8","139","0","0","2022"
"31013248010000","Chautauqua","PPP Future Development Inc.","24801","00","00","GD","Lakeshore","AC","Nelson S 2-523","Busti","Medina","12","401","0","0","2022"
"31029163730000","Erie","Stedman Energy, Inc.","16373","00","00","GD","Brant-Eden","AC","Bley 1","Eden","Grimsby","2","9","0","0","2022"
"31013181950000","Chautauqua","Empire Energy E & P, LLC","18195","00","00","GD","Lakeshore","AC","Lawson, A 1","Ellington","Medina","12","618","0","0","2022"
"31013188510000","Chautauqua","Empire Energy E & P, LLC","18851","00","00","OD","Gerry-Charlotte","SI","Larson  764","Gerry","Bass Island","1","1","0","0","2022"
"31099205260000","Seneca","Minard Run Oil Company","20526","00","00","GD","Fayette-Waterloo","AC","Schaffer 821-2","Fayette","Queenston","12","4567","0","0","2022"
"31013120330000","Chautauqua","Curtis & Son Oil, Inc.","12033","00","00","OD","Busti","AC","Hanstrom 13","Busti","Glade","12","0","1","1","2022"
"31029154290000","Erie","Stedman Energy, Inc.","15429","00","00","GD","Lakeview","AC","Canny 1","Evans","Medina","12","360","0","0","2022"
"31013135740000","Chautauqua","Empire Energy E & P, LLC","13574","00","00","GD","Lakeshore","AC","Geiben 1221 1","Pomfret","Medina","5","152","0","0","2022"
"31013259870000","Chautauqua","Johnson, Mark & Troy","25987","00","00","OD","Busti","AC","Pangborn 9","Busti","Glade","12","0","2","43","2022"
"31013053220000","Chautauqua","Vertical Energy, Inc.","05322","00","00","OD","Busti","AC","Towne Robert E 4","Busti","Glade","12","2","1","4","2022"
"31013118050000","Chautauqua","Empire Energy E & P, LLC","11805","00","00","GD","Lakeshore","AC","Cherry 1280","Dunkirk","Medina","12","2685","9","0","2022"
"31009242020000","Cattaraugus","Pennhills Resources, LLC","24202","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-93","Allegany","Bradford & Chipmunk","12","286","5","82","2022"
"31013178020000","Chautauqua","PPP Future Development Inc.","17802","00","00","GD","Lakeshore","AC","Pagett 1","Ellington","Medina","12","186","0","0","2022"
"31009188290000","Cattaraugus","Vertical Energy, Inc.","18829","00","00","OD","Five Mile","IN","2 Spurr","Allegany","Chipmunk","12","2","0","3","2022"
"31099206830000","Seneca","DJs Farms Inc.","20683","00","00","GD","Fayette-Waterloo","AC","Sigrist 1066-6","Fayette","Queenston","12","125","0","0","2022"
"31011157460000","Cayuga","OI Auburn, Inc.","15746","00","00","GE","West Auburn","AC","Simmons A123-6","Aurelius","Queenston","12","2278","0","0","2022"
"31013179540000","Chautauqua","Empire Energy E & P, LLC","17954","00","00","GD","Lakeshore","AC","Hindsdale, B 1","Poland","Medina","12","487","0","0","2022"
"31009242430000","Cattaraugus","Pennhills Resources, LLC","24243","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-118","Allegany","Upper Devonian","12","240","4","65","2022"
"31013242990000","Chautauqua","Ellington Energy, Inc.","24299","00","00","GD","Lakeshore","AC","Patterson Unit 2","Portland","Medina","11","920","0","0","2022"
"31013121690000","Chautauqua","Empire Energy E & P, LLC","12169","00","00","GD","Lakeshore","AC","Fafinski 1336","Dunkirk","Medina","12","2702","0","0","2022"
"31003102250000","Allegany","Sam Koehler Enterprises, Inc.","10225","00","00","OD","Richburg","AC","A-H Lot 80-9-80","Alma","Richburg","1","0","0","1","2022"
"31009275780000","Cattaraugus","Blackhawk Energy, LLC","27578","00","00","OD","Bradford","AC","Young 91","Olean","Upper Devonian","0","0","0","0","2022"
"31013103750000","Chautauqua","Empire Energy E & P, LLC","10375","00","00","GD","Lakeshore","AC","Demaggio 10","Pomfret","Medina","12","772","0","0","2022"
"31003249330000","Allegany","Klein Oil & Logging","24933","00","00","OD","Richburg","AC","Lot 53 K26","Alma","Richburg","12","7","2","50","2022"
"31011156110000","Cayuga","OI Auburn, Inc.","15611","00","00","GE","West Auburn","AC","Delaney Dave & Ann A124-6","Aurelius","Queenston","12","2147","0","0","2022"
"31013121600000","Chautauqua","PPP Future Development Inc.","12160","00","00","GD","Lakeshore","AC","Hudson1","North Harmony","Medina","12","160","0","0","2022"
"31101216700000","Steuben","Nathan Petroleum Corporation","21670","00","00","OD","Beech Hill-Independence","AC","Edwards 24","West Union","Fulmer Valley","12","63","5","10","2022"
"31013076210000","Chautauqua","Decker, James K. & Tiffany J.","07621","00","00","OD","Busti","AC","Lydell 1","Busti","Glade","6","1","1","2","2022"
"31013155630000","Chautauqua","Empire Energy E & P, LLC","15563","00","00","GD","Lakeshore","AC","Kopta, A 1","Chautauqua","Medina","12","1347","0","0","2022"
"31013076390000","Chautauqua","Johnson, Mark & Troy","07639","00","00","OD","Busti","AC","Curtis 5","Busti","Glade","12","0","1","13","2022"
"31099042150000","Seneca","Martin, Landis","04215","00","00","GW","Rose Hill","AC","Garrett 1","Fayette","Queenston","12","1078","0","0","2022"
"31101228850000","Steuben","Repsol Oil & Gas USA, LLC","22885","00","00","GW","Cutler Creek","AC","Corning Game Club 624460","Corning","Black River","12","31032","0","0","2022"
"31009241230000","Cattaraugus","Pennhills Resources, LLC","24123","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 3-47","Allegany","Upper Devonian","12","286","5","82","2022"
"31003606470000","Allegany","Sandstone Oil & Gas Development, LLC","60647","00","00","OD","Richburg","IN","Slade Lot 29 C-3","Genesee","Richburg","0","0","0","0","2022"
"31009552770000","Cattaraugus","Thomas A Miller Oil Co.","55277","00","00","OD","Four Mile","IN","Spring 1","Allegany","Bradford","0","0","0","0","2022"
"31013114950000","Chautauqua","Libra Petroleum Company","11495","00","00","OD","Busti","AC","Hanson 14","Busti","Glade","12","0","1","1","2022"
"31009164200000","Cattaraugus","Empire Energy E & P, LLC","16420","00","00","GD","Lakeshore","AC","Evans Charles & Mary 2","Persia","Medina","11","609","0","0","2022"
"31013143890000","Chautauqua","Stedman Energy, Inc.","14389","00","00","GD","Lakeshore","AC","3119 Ferro Alloy","Sherman","Medina","12","1043","0","0","2022"
"31009169870000","Cattaraugus","Stedman Energy, Inc.","16987","00","00","GD","Lakeshore","AC","Wagner 1","Randolph","Medina","4","102","0","0","2022"
"31013153100000","Chautauqua","PPP Future Development Inc.","15310","00","00","GD","Lakeshore","IN","Rammelt, R 1","Ripley","Grimsby","2","39","0","0","2022"
"31013110780000","Chautauqua","Empire Energy E & P, LLC","11078","00","00","GD","Lakeshore","AC","Kopta 107","Mina","Medina","12","633","0","0","2022"
"31037204810000","Genesee","United States Gypsum Company","20481","00","00","GE","Huron Creek","AC","Amedick, J. 1","Darien","Medina","12","242","0","0","2022"
"31003283350000","Allegany","Western New York Drilling Associates Joint Venture","28335","00","00","OD","Fulmer Valley","IN","Maggie Mae 2","Andover","Fulmer Valley","0","0","0","0","2022"
"31003558300000","Allegany","Hungerford Oil Partners","55830","00","00","OD","Clarksville","AC","Kingsbury 19","Clarksville","Richburg","5","0","6","13","2022"
"31003562630000","Allegany","PPP Future Development Inc.","56263","00","00","IW","Richburg","SI","Daggett 43","Genesee","Richburg","0","0","0","0","2022"
"31013155730000","Chautauqua","Cotton Well Drilling Company, Inc.","15573","00","00","GD","Lakeshore","AC","Houck 3","Arkwright","Medina","12","302","0","0","2022"
"31003066480000","Allegany","The Richardson Petroleum Corporation","06648","00","00","OD","Beech Hill-Independence","IN","Stillman 05","Independence","Fulmer Valley","0","0","0","0","2022"
"31003603770000","Allegany","Simon of Bolivar Enterprises, Inc.","60377","00","00","OD","Clarksville","AC","Roberts 10","Clarksville","Not Applicable","12","0","0","6","2022"
"31029156850000","Erie","10100 Erie Rd., LLC","15685","00","00","GD","Lakeview","IN","Pingitore 2","Brant","Medina","0","0","0","0","2022"
"31029128530000","Erie","Bromley, Norman E.","12853","00","00","GD","Brant-Eden","AC","Bromley 1","Evans","Medina","4","27","0","0","2022"
"31009114780000","Cattaraugus","Boberg, Alan F.","11478","00","00","GD","Pigeon Hill","AC","Edmund, R 20221","Freedom","Medina","12","150","0","0","2022"
"31013125850000","Chautauqua","Stedman Energy, Inc.","12585","00","00","GD","Lakeshore","AC","NYSRA 4-9","Harmony","Medina","2","121","0","0","2022"
"31009246360000","Cattaraugus","Pennhills Resources, LLC","24636","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 4-178","Allegany","Bradford Third","12","284","5","45","2022"
"31029667310000","Erie","Frey Well Drilling, Inc.","66731","00","00","GD","Alden-Lancaster","AC","Whitney 2","Lancaster","Medina","10","2222","0","0","2022"
"31003678220000","Allegany","Iron Dinosaur Oil","67822","00","00","OD","Browning","IN","Browning 32","Scio","Scio","0","0","0","0","2022"
"31003609220000","Allegany","Saint John Exploration & Production, Inc.","60922","00","00","IW","Richburg","IN","Trio Farm 7x","Bolivar","Richburg","0","0","0","0","2022"
"31003699060000","Allegany","Ashe Oil Company","69906","00","00","OD","Richburg","IN","Central 69","Scio","Richburg","0","0","0","0","2022"
"31013115140000","Chautauqua","Empire Energy E & P, LLC","11514","00","00","GD","Lakeshore","AC","Swanson 330","Stockton","Medina","12","500","0","0","2022"
"31013171120000","Chautauqua","Empire Energy E & P, LLC","17112","00","00","GD","Lakeshore","AC","White, L 4","French Creek","Medina","6","53","0","0","2022"
"31013218770000","Chautauqua","Nucomer Energy, LLC","21877","00","00","GD","Lakeshore","AC","Dayton 7000","Villenova","Medina","11","865","0","0","2022"
"31101214400000","Steuben","Nathan Petroleum Corporation","21440","00","00","OD","Beech Hill-Independence","AC","Neuenschwander 13","West Union","Fulmer Valley","12","152","315","74","2022"
"31013176860000","Chautauqua","Empire Energy E & P, LLC","17686","00","00","GD","Lakeshore","AC","Michielsen,L 1","Poland","Medina","12","1829","0","0","2022"
"31009286050000","Cattaraugus","Dimes Energy GP Inc.","28605","00","00","OD","Four Mile","AC","DM-3     ","Allegany","Bradford & Chipmunk","12","364","141","289","2022"
"31009244560001","Cattaraugus","PPP Future Development Inc.","24456","00","01","GD","Lakeshore","AC","Wigdorski Unit 1A","Perrysburg","Medina","12","204","0","0","2022"
"31015232120000","Chemung","Repsol Oil & Gas USA, LLC","23212","00","00","GW","Cleveland Hill","AC","Burns 1","Southport","Black River","12","40891","135","0","2022"
"31013179410000","Chautauqua","Hanselman, Michael D.","17941","00","00","GD","Lakeshore","AC","Anderson, B. 1","Busti","Medina","12","145","0","0","2022"
"31003552660000","Allegany","Sam Koehler Enterprises, Inc.","55266","00","00","OD","Fulmer Valley","IN","Costello-Barnes 5","Willing","Fulmer Valley","0","0","0","0","2022"
"31029277340000","Erie","PPP Future Development Inc.","27734","00","00","GW","New Field Wildcat","AC","Mesch 1","Collins","Medina","12","363","0","0","2022"
"31121187510000","Wyoming","PPP Future Development Inc.","18751","00","00","GD","Alden-Lancaster","AC","Meiler 1","Bennington","Medina","5","707","0","0","2022"
"31037238990000","Genesee","United States Gypsum Company","23899","00","00","GD","Alden-Lancaster","AC","Reynolds 2","Darien","Medina","8","955","0","0","2022"
